age,workclass,education,marital,relationship,race,gender,salary
65, Private, HS-grad, Widowed, Unmarried, White, Female,<=50K
37, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
35, Private, Some-college, Married-civ-spouse, Husband, Black, Male,<=50K
21, Private, HS-grad, Divorced, Other-relative, White, Female,<=50K
48, Local-gov, Bachelors, Never-married, Unmarried, White, Female,<=50K
51, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,>50K
43, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
22, State-gov, Some-college, Never-married, Not-in-family, White, Male,<=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
47, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
26, Private, Bachelors, Never-married, Own-child, White, Male,<=50K
39, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
45, Self-emp-not-inc, Some-college, Never-married, Own-child, White, Male,<=50K
49, Private, HS-grad, Divorced, Unmarried, White, Male,<=50K
23, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
69, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
41, Federal-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
40, Self-emp-not-inc, HS-grad, Separated, Other-relative, White, Male,<=50K
25, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
52, Private, HS-grad, Never-married, Unmarried, White, Male,<=50K
28, Private, Some-college, Never-married, Not-in-family, Black, Female,<=50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
21, Private, Assoc-voc, Never-married, Own-child, White, Female,<=50K
48, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
27, Private, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
63, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
47, State-gov, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
37, Self-emp-not-inc, Doctorate, Never-married, Not-in-family, White, Male,>50K
28, Private, Some-college, Married-civ-spouse, Husband, Black, Male,<=50K
58, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
41, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Wife, White, Female,<=50K
28, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
26, Private, 12th, Never-married, Own-child, White, Male,<=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
29, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
39, Private, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,>50K
25, Private, Masters, Never-married, Own-child, White, Female,<=50K
20, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
21, Private, Some-college, Never-married, Own-child, White, Male,<=50K
25, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
37, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
50, Private, Masters, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,>50K
29, Private, HS-grad, Separated, Unmarried, White, Female,<=50K
18, Private, Some-college, Never-married, Own-child, Black, Female,<=50K
32, Private, Bachelors, Never-married, Unmarried, White, Female,<=50K
58, Private, Assoc-voc, Divorced, Not-in-family, White, Female,<=50K
50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
29, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
58, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
29, State-gov, Some-college, Never-married, Own-child, White, Female,<=50K
36, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
21, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
49, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
60, Private, Masters, Divorced, Not-in-family, White, Female,<=50K
39, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
50, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
30, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
55, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
64, Local-gov, HS-grad, Divorced, Unmarried, White, Male,<=50K
29, Self-emp-inc, Assoc-acdm, Never-married, Other-relative, Black, Female,<=50K
40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
42, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
55, Private, HS-grad, Widowed, Unmarried, White, Female,<=50K
43, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
28, Private, 12th, Never-married, Not-in-family, Black, Male,<=50K
46, State-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
34, Private, HS-grad, Never-married, Unmarried, White, Male,<=50K
47, Private, Masters, Married-civ-spouse, Wife, White, Female,>50K
43, Self-emp-not-inc, Masters, Never-married, Not-in-family, White, Female,<=50K
24, Private, Some-college, Never-married, Own-child, Black, Female,<=50K
21, Private, 11th, Married-civ-spouse, Husband, White, Male,<=50K
65, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
20, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
31, State-gov, Masters, Divorced, Not-in-family, White, Female,<=50K
38, State-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
22, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
20, Private, Some-college, Never-married, Not-in-family, Other, Female,<=50K
44, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
44, Local-gov, Masters, Married-civ-spouse, Wife, White, Female,<=50K
41, Private, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
38, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
21, Private, Some-college, Never-married, Own-child, White, Female,<=50K
24, Private, Some-college, Married-spouse-absent, Unmarried, Other, Female,<=50K
24, Private, Masters, Never-married, Not-in-family, White, Female,<=50K
28, Private, HS-grad, Married-civ-spouse, Own-child, White, Female,<=50K
39, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
48, Private, Some-college, Divorced, Not-in-family, White, Male,<=50K
24, Local-gov, HS-grad, Never-married, Not-in-family, White, Male,<=50K
50, Private, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,>50K
50, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
68, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
31, State-gov, Masters, Married-civ-spouse, Husband, White, Male,<=50K
22, Private, 1st-4th, Never-married, Not-in-family, White, Male,<=50K
18, ?, Some-college, Never-married, Own-child, White, Male,<=50K
25, Private, HS-grad, Married-spouse-absent, Not-in-family, White, Male,<=50K
28, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
17, Local-gov, 11th, Never-married, Own-child, White, Female,<=50K
24, State-gov, Doctorate, Never-married, Not-in-family, White, Female,<=50K
20, Private, 10th, Separated, Not-in-family, White, Female,<=50K
45, Federal-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
44, Private, Some-college, Married-spouse-absent, Unmarried, White, Female,<=50K
57, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
33, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
24, ?, Bachelors, Never-married, Own-child, White, Male,<=50K
22, Private, Some-college, Never-married, Own-child, Asian-Pac-Islander, Male,<=50K
41, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
46, Local-gov, Bachelors, Separated, Unmarried, White, Male,<=50K
52, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
26, Self-emp-inc, Bachelors, Never-married, Own-child, White, Female,<=50K
17, Private, 10th, Never-married, Other-relative, Black, Female,<=50K
64, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
51, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
51, Private, Bachelors, Divorced, Not-in-family, White, Female,<=50K
39, Self-emp-not-inc, Bachelors, Divorced, Not-in-family, White, Male,<=50K
48, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
44, Private, Some-college, Married-civ-spouse, Own-child, White, Female,>50K
47, Private, 11th, Married-civ-spouse, Husband, White, Male,<=50K
52, Private, HS-grad, Widowed, Own-child, White, Female,<=50K
58, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
19, Private, 11th, Never-married, Not-in-family, White, Female,<=50K
40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
23, Private, Some-college, Never-married, Own-child, White, Male,<=50K
31, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,>50K
46, Private, Masters, Divorced, Not-in-family, White, Female,>50K
32, Private, HS-grad, Married-civ-spouse, Wife, Black, Female,<=50K
50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
18, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
26, Private, Masters, Never-married, Not-in-family, White, Female,<=50K
36, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
26, Private, Assoc-voc, Divorced, Own-child, White, Female,<=50K
19, Private, Some-college, Never-married, Own-child, White, Female,<=50K
53, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
54, Private, Some-college, Never-married, Not-in-family, Black, Male,<=50K
29, Private, Some-college, Married-civ-spouse, Own-child, White, Female,<=50K
81, Private, Masters, Widowed, Unmarried, White, Male,<=50K
37, Private, Masters, Never-married, Not-in-family, White, Female,>50K
40, Private, Assoc-voc, Divorced, Not-in-family, White, Male,>50K
36, Private, Some-college, Widowed, Unmarried, Black, Female,<=50K
18, Private, 12th, Never-married, Own-child, White, Female,<=50K
44, State-gov, 11th, Separated, Not-in-family, Black, Male,<=50K
36, Private, HS-grad, Separated, Unmarried, Black, Female,<=50K
69, State-gov, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
17, Private, 12th, Never-married, Own-child, White, Male,<=50K
38, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
27, Private, HS-grad, Never-married, Unmarried, Black, Male,<=50K
52, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,<=50K
24, Private, Assoc-acdm, Never-married, Not-in-family, White, Male,<=50K
57, Private, Bachelors, Married-civ-spouse, Wife, White, Female,<=50K
19, Private, 10th, Never-married, Own-child, White, Female,<=50K
38, Private, HS-grad, Divorced, Not-in-family, Amer-Indian-Eskimo, Male,<=50K
46, Private, 7th-8th, Married-spouse-absent, Unmarried, White, Female,<=50K
21, Private, HS-grad, Married-civ-spouse, Own-child, White, Male,>50K
29, Private, Some-college, Never-married, Not-in-family, White, Female,<=50K
33, ?, Some-college, Divorced, Not-in-family, White, Female,<=50K
26, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
28, Private, HS-grad, Separated, Not-in-family, White, Male,<=50K
26, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
37, ?, Prof-school, Married-civ-spouse, Husband, White, Male,<=50K
49, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
28, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
57, Federal-gov, Some-college, Divorced, Not-in-family, White, Male,<=50K
60, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
20, ?, HS-grad, Never-married, Own-child, White, Male,<=50K
38, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
60, Private, Some-college, Divorced, Not-in-family, White, Female,<=50K
37, Private, Bachelors, Married-civ-spouse, Other-relative, White, Male,<=50K
44, Federal-gov, HS-grad, Never-married, Own-child, Black, Female,<=50K
19, Self-emp-not-inc, Some-college, Never-married, Own-child, White, Female,<=50K
59, Private, Masters, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,<=50K
50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
46, Federal-gov, Some-college, Divorced, Unmarried, White, Male,<=50K
18, Private, Some-college, Never-married, Own-child, Black, Male,<=50K
32, Private, 5th-6th, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,<=50K
32, Private, Assoc-voc, Divorced, Unmarried, White, Female,<=50K
39, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
25, Private, HS-grad, Never-married, Other-relative, White, Female,<=50K
30, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
37, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,>50K
36, Private, Assoc-acdm, Divorced, Unmarried, White, Female,<=50K
56, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
35, Federal-gov, Bachelors, Widowed, Not-in-family, White, Male,>50K
56, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
17, Private, 10th, Never-married, Own-child, White, Male,<=50K
46, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
56, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
61, State-gov, 12th, Married-civ-spouse, Husband, White, Male,<=50K
25, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
27, Private, HS-grad, Never-married, Unmarried, Black, Female,<=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Husband, White, Male,<=50K
33, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
38, Private, Some-college, Never-married, Unmarried, White, Male,<=50K
51, Private, 11th, Married-civ-spouse, Husband, White, Male,<=50K
27, Private, Assoc-acdm, Never-married, Not-in-family, White, Male,<=50K
49, Local-gov, Masters, Widowed, Unmarried, White, Female,<=50K
26, Private, HS-grad, Separated, Unmarried, Black, Female,<=50K
42, Private, Masters, Married-civ-spouse, Husband, White, Male,>50K
37, Private, Bachelors, Never-married, Not-in-family, Black, Male,<=50K
38, Private, Some-college, Never-married, Own-child, White, Female,<=50K
48, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
41, Private, Bachelors, Divorced, Unmarried, Black, Male,>50K
33, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
30, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
25, State-gov, Bachelors, Never-married, Not-in-family, White, Female,<=50K
50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
37, Private, 11th, Divorced, Not-in-family, White, Male,<=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
17, Private, 10th, Never-married, Own-child, Black, Female,<=50K
65, ?, 11th, Married-civ-spouse, Husband, White, Male,<=50K
56, Self-emp-not-inc, HS-grad, Widowed, Unmarried, White, Female,>50K
57, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
33, Private, 10th, Never-married, Own-child, Black, Male,<=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Husband, White, Male,<=50K
45, Private, Bachelors, Widowed, Own-child, Asian-Pac-Islander, Female,<=50K
50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
18, Private, HS-grad, Never-married, Other-relative, White, Male,<=50K
19, Private, Some-college, Never-married, Own-child, White, Female,<=50K
26, Private, Some-college, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,<=50K
61, ?, Assoc-acdm, Married-civ-spouse, Husband, White, Male,>50K
67, ?, 11th, Married-civ-spouse, Husband, White, Male,<=50K
41, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
29, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
27, Private, Some-college, Never-married, Not-in-family, Black, Male,<=50K
35, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
37, Private, Bachelors, Never-married, Not-in-family, White, Male,>50K
22, Private, 11th, Never-married, Not-in-family, White, Male,<=50K
25, Private, 10th, Never-married, Own-child, White, Female,<=50K
26, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
27, Local-gov, HS-grad, Divorced, Own-child, White, Male,<=50K
26, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
51, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
45, Private, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,>50K
60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
35, Private, Some-college, Married-civ-spouse, Husband, White, Male,>50K
24, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
40, Local-gov, HS-grad, Divorced, Own-child, White, Female,<=50K
69, ?, HS-grad, Widowed, Not-in-family, White, Female,<=50K
44, Private, Bachelors, Married-civ-spouse, Husband, Black, Male,>50K
65, Private, HS-grad, Divorced, Other-relative, White, Female,<=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Wife, White, Female,>50K
38, Private, HS-grad, Separated, Unmarried, White, Female,<=50K
18, Private, 11th, Never-married, Own-child, White, Female,<=50K
24, Private, Assoc-voc, Never-married, Own-child, White, Male,<=50K
52, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
21, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
67, Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
64, Self-emp-not-inc, Some-college, Widowed, Not-in-family, White, Female,<=50K
25, Private, Some-college, Never-married, Own-child, Black, Male,<=50K
34, Federal-gov, Masters, Married-civ-spouse, Husband, White, Male,>50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
26, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
19, Private, 10th, Never-married, Own-child, White, Male,<=50K
35, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
26, Private, Masters, Never-married, Not-in-family, White, Female,<=50K
38, Private, HS-grad, Separated, Own-child, White, Male,<=50K
45, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
18, Private, 11th, Never-married, Unmarried, White, Female,<=50K
51, Private, Some-college, Divorced, Not-in-family, White, Female,<=50K
36, Private, HS-grad, Separated, Unmarried, Black, Female,<=50K
18, Private, Some-college, Never-married, Own-child, White, Female,<=50K
37, Local-gov, Assoc-voc, Never-married, Not-in-family, White, Male,<=50K
37, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
39, Federal-gov, HS-grad, Married-civ-spouse, Wife, White, Female,>50K
21, Private, Some-college, Never-married, Own-child, White, Male,<=50K
46, State-gov, Doctorate, Married-civ-spouse, Husband, White, Male,>50K
33, Private, HS-grad, Separated, Not-in-family, White, Female,<=50K
23, Private, Bachelors, Never-married, Unmarried, Black, Female,<=50K
52, Self-emp-not-inc, HS-grad, Divorced, Unmarried, Black, Male,<=50K
28, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
23, State-gov, Some-college, Never-married, Not-in-family, White, Male,<=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,>50K
17, Private, 11th, Never-married, Own-child, White, Female,<=50K
22, Self-emp-not-inc, Some-college, Never-married, Own-child, White, Female,<=50K
26, Private, HS-grad, Never-married, Own-child, Asian-Pac-Islander, Male,>50K
40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
90, Private, 10th, Married-civ-spouse, Husband, White, Male,<=50K
28, Private, HS-grad, Divorced, Own-child, White, Female,<=50K
44, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
29, Private, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
45, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,>50K
43, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,>50K
17, ?, 10th, Never-married, Own-child, White, Male,<=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
27, Private, Bachelors, Never-married, Own-child, White, Male,<=50K
60, Self-emp-not-inc, HS-grad, Divorced, Unmarried, White, Female,<=50K
33, Private, HS-grad, Married-civ-spouse, Wife, Other, Female,<=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Husband, White, Male,>50K
19, Private, Some-college, Never-married, Not-in-family, White, Male,<=50K
28, Self-emp-not-inc, HS-grad, Divorced, Not-in-family, White, Male,<=50K
22, Private, Assoc-acdm, Never-married, Own-child, White, Male,<=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
76, ?, 10th, Married-civ-spouse, Husband, White, Male,<=50K
19, Private, Some-college, Never-married, Own-child, White, Female,<=50K
28, Private, Assoc-voc, Married-civ-spouse, Other-relative, White, Female,<=50K
58, Private, Some-college, Married-civ-spouse, Husband, Black, Male,<=50K
19, Self-emp-not-inc, Some-college, Never-married, Own-child, White, Female,<=50K
37, ?, HS-grad, Divorced, Not-in-family, Asian-Pac-Islander, Female,<=50K
22, Private, Some-college, Never-married, Own-child, White, Male,<=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
31, Private, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Husband, White, Male,<=50K
62, Private, HS-grad, Widowed, Unmarried, White, Male,<=50K
26, Private, Bachelors, Never-married, Not-in-family, White, Male,<=50K
64, State-gov, HS-grad, Widowed, Not-in-family, White, Female,<=50K
38, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
44, Private, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
28, Self-emp-not-inc, HS-grad, Divorced, Not-in-family, White, Female,<=50K
19, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
39, Private, HS-grad, Never-married, Not-in-family, White, Female,<=50K
50, Private, 10th, Married-civ-spouse, Husband, White, Male,>50K
39, Self-emp-inc, Masters, Married-civ-spouse, Wife, White, Female,>50K
36, Private, Bachelors, Never-married, Own-child, White, Male,<=50K
39, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,<=50K
51, Self-emp-inc, Assoc-acdm, Never-married, Not-in-family, White, Female,<=50K
28, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband, White, Male,>50K
40, Local-gov, Prof-school, Separated, Own-child, Black, Female,<=50K
27, Private, Some-college, Divorced, Unmarried, White, Female,<=50K
32, Private, Some-college, Never-married, Own-child, White, Male,<=50K
49, State-gov, HS-grad, Divorced, Unmarried, White, Female,<=50K
34, Self-emp-not-inc, 10th, Never-married, Own-child, White, Female,<=50K
24, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
54, Private, 7th-8th, Divorced, Not-in-family, White, Male,<=50K
52, Private, 12th, Married-civ-spouse, Husband, White, Male,<=50K
43, Private, 11th, Married-civ-spouse, Wife, White, Female,<=50K
84, ?, 5th-6th, Widowed, Not-in-family, White, Male,<=50K
79, ?, Assoc-acdm, Married-civ-spouse, Wife, White, Female,>50K
35, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
56, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
30, Private, HS-grad, Never-married, Not-in-family, White, Male,<=50K
54, Private, HS-grad, Widowed, Unmarried, White, Female,<=50K
35, Private, Bachelors, Never-married, Not-in-family, Asian-Pac-Islander, Male,<=50K
32, Private, Some-college, Never-married, Own-child, Black, Female,<=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
32, Private, HS-grad, Married-AF-spouse, Other-relative, White, Female,<=50K
60, Private, 12th, Married-civ-spouse, Husband, White, Male,<=50K
40, Private, Some-college, Divorced, Not-in-family, White, Male,<=50K
50, Private, 7th-8th, Married-civ-spouse, Husband, Black, Male,<=50K
58, Private, 9th, Married-civ-spouse, Husband, White, Male,>50K
41, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
28, Private, HS-grad, Married-civ-spouse, Husband, White, Male,>50K
53, Private, HS-grad, Never-married, Other-relative, White, Male,<=50K
71, ?, Some-college, Married-civ-spouse, Husband, White, Male,>50K
17, ?, 9th, Never-married, Own-child, White, Female,<=50K
45, Private, HS-grad, Divorced, Not-in-family, White, Female,<=50K
23, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
25, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
40, Self-emp-not-inc, Some-college, Never-married, Not-in-family, White, Male,>50K
28, Private, Bachelors, Never-married, Not-in-family, White, Female,<=50K
27, Private, 12th, Never-married, Not-in-family, White, Male,<=50K
19, Local-gov, Some-college, Never-married, Own-child, White, Male,<=50K
24, Private, HS-grad, Never-married, Own-child, Black, Male,<=50K
38, Private, Bachelors, Separated, Unmarried, White, Male,<=50K
24, State-gov, Masters, Never-married, Not-in-family, Black, Female,<=50K
18, Private, 11th, Never-married, Own-child, Black, Male,<=50K
58, Private, HS-grad, Divorced, Unmarried, White, Female,<=50K
35, Private, Masters, Never-married, Own-child, White, Male,>50K
43, Private, 9th, Never-married, Not-in-family, White, Female,<=50K
45, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,<=50K
24, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
63, Private, 9th, Married-civ-spouse, Husband, Black, Male,<=50K
40, Private, 9th, Married-civ-spouse, Husband, White, Male,<=50K
21, Private, Bachelors, Never-married, Other-relative, White, Male,<=50K
20, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
42, Private, HS-grad, Married-civ-spouse, Wife, White, Female,>50K
49, ?, Some-college, Married-civ-spouse, Husband, White, Male,>50K
47, Federal-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
61, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
23, ?, Assoc-acdm, Married-civ-spouse, Husband, White, Male,<=50K
35, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,>50K
46, Private, Some-college, Married-civ-spouse, Wife, White, Female,<=50K
18, Private, 12th, Never-married, Own-child, White, Male,<=50K
28, Self-emp-not-inc, Bachelors, Never-married, Not-in-family, White, Male,>50K
62, ?, Bachelors, Married-civ-spouse, Husband, White, Male,<=50K
20, Private, HS-grad, Never-married, Own-child, White, Female,<=50K
28, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
57, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
56, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
33, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
19, Private, HS-grad, Never-married, Own-child, White, Male,<=50K
29, Private, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
30, Private, Some-college, Never-married, Other-relative, White, Male,<=50K
53, Local-gov, Bachelors, Divorced, Unmarried, White, Female,<=50K
25, Private, 1st-4th, Never-married, Not-in-family, White, Female,<=50K
44, State-gov, HS-grad, Married-civ-spouse, Husband, White, Male,<=50K
22, Private, Some-college, Married-civ-spouse, Husband, White, Male,<=50K
40, Private, HS-grad, Divorced, Not-in-family, White, Male,<=50K
25, Private, Assoc-voc, Never-married, Not-in-family, White, Male,<=50K
30, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,<=50K
51, Private, Assoc-voc, Divorced, Unmarried, White, Female,<=50K
